"19","1","獣人の里","5","123","0","17","9208","10001","1401","1","19","2"
"19","2","獣人の子供達","5","123","0","17","9944","10001","1401","1","19","3"
"19","3","獣人の山へ","5","123","0","17","10740","10001","1401","1","19","4"
"19","4","救出","5","123","0","20","11814","10001","1401","1","19","5"
"19","5","次なる手がかり","5","123","0","23","14177","10001","1401","1","20","1"
"20","1","魔属の洞窟","5","123","0","20","12759","10001","1101","1","20","2"
"20","2","魔の力","5","123","0","20","13780","10001","1101","1","20","3"
"20","3","魔神像を探せ","5","123","0","20","14882","10001","1101","1","20","4"
"20","4","魔族との戦い","5","123","0","23","16371","10001","1101","1","20","5"
"20","5","解き明かされた謎","5","123","0","25","19645","10001","1101","1","21","1"
"21","1","メルヘンの世界へ","5","123","0","20","14734","10001","1401","1","21","2"
"21","2","甘い世界","5","123","0","20","15912","10001","1401","1","21","3"
"21","3","不思議世界","5","123","0","23","17185","10001","1401","1","21","4"
"21","4","脱出","5","123","0","25","18904","10001","1401","1","22","1"
"22","1","神とのかいごう","5","123","0","20","16305","10001","1301","1","22","2"
"22","2","神の世界","5","123","0","20","17609","10001","1301","1","22","3"
"22","3","嘘か誠か","5","123","0","20","19018","10001","1301","1","22","4"
"22","4","試練","5","123","0","23","20920","10001","1301","1","22","5"
"22","5","真実","5","123","0","25","24058","10001","1301","1","23","1"
"23","1",,"7","1","0","22","18043","10001","1302","1","23","2"
"23","2",,"7","1","0","22","19487","10001","1302","1","23","3"
"23","3",,"7","1","0","22","21045","10001","1302","1","23","4"
"23","4",,"10","1","0","25","23150","10001","1302","1","23","5"
"23","5",,"10","1","0","28","26623","10001","1302","1","24","1"
"24","1",,"7","2","0","22","21298","10001","1303","1","24","2"
"24","2",,"7","2","0","22","23002","10001","1303","1","24","3"
"24","3",,"7","2","0","22","24842","10001","1303","1","24","4"
"24","4",,"10","2","0","25","27326","10001","1303","1","24","5"
"24","5",,"10","2","0","28","31425","10001","1303","1","25","1"
"25","1",,"7","3","0","22","0","10001","1304","1","25","2"
"25","2",,"7","3","0","22","0","10001","1304","1","25","3"
"25","3",,"7","3","0","22","0","10001","1304","1","25","4"
"25","4",,"10","3","0","25","0","10001","1304","1","25","5"
"25","5",,"10","3","0","28","0","10001","1304","1","26","1"
"26","1",,"10","123","0","24","0","10001","1101","1","26","2"
"26","2",,"10","123","0","24","0","10001","1101","1","26","3"
"26","3",,"10","123","0","24","0","10001","1101","1","26","4"
"26","4",,"10","123","0","27","0","10001","1101","1","26","5"
"26","5",,"10","123","0","30","0","10001","1101","1","0","0"
"100","1","プレゼントクエスト","4","123","1","1","100","10001","1301","1","2","1"
"1000","1","テスト","1","1","0","1","1","10001","1101","6","0","0"
"10001","1","火の祝福　初級","4","1","0","10","100","10010","1203","1","0","0"
"10001","2","火の祝福　中級","4","1","0","20","200","10010","1203","1","0","0"
"10001","3","火の祝福　上級","4","1","0","30","300","10010","1203","1","0","0"
"10002","1","水の祝福　初級","4","2","0","10","100","10010","1203","1","0","0"
"10002","2","水の祝福　中級","4","2","0","20","200","10010","1203","1","0","0"
"10002","3","水の祝福　上級","4","2","0","30","300","10010","1203","1","0","0"
"10003","1","風の祝福　初級","4","3","0","10","100","10010","1203","1","0","0"
"10003","2","風の祝福　中級","4","3","0","20","200","10010","1203","1","0","0"
"10003","3","風の祝福　上級","4","3","0","30","300","10010","1203","1","0","0"
"10004","1","祝福を授けし者　中級","4","123","0","20","250","10010","1203","1","0","0"
"10004","2","祝福を授けし者　上級","5","123","0","30","400","10010","1203","1","0","0"
"10004","3","祝福を授けし者　超上級","5","123","0","50","600","10010","1203","1","0","0"
"10005","1","ゴールドラッシュ　初級","4","123","0","10","100","10010","1401","1","0","0"
"10005","2","ゴールドラッシュ　中級","4","123","0","20","200","10010","1401","1","0","0"
"10005","3","ゴールドラッシュ　上級","5","123","0","30","300","10010","1401","1","0","0"
"11001","1","初級","4","1","0","10","100","10010","1402","1","0","0"
"11001","2","中級","4","1","0","20","200","10010","1402","1","0","0"
"11001","3","上級","5","1","0","30","300","10010","1402","1","0","0"
"11001","4","超上級","4","1","0","50","500","10010","1402","1","0","0"
"11002","1","初級","4","2","0","10","100","10010","1403","1","0","0"
"11002","2","中級","4","2","0","20","200","10010","1403","1","0","0"
"11002","3","上級","5","2","0","30","300","10010","1403","1","0","0"
"11002","4","超上級","4","2","0","50","500","10010","1403","1","0","0"
"11003","1","初級","4","3","0","10","100","10010","1404","1","0","0"
"11003","2","中級","4","3","0","20","200","10010","1404","1","0","0"
"11003","3","上級","5","3","0","30","300","10010","1404","1","0","0"
"11003","4","超上級","4","3","0","50","500","10010","1404","1","0","0"
"11004","1","初級","5","123","0","10","100","10010","1401","1","0","0"
"11004","2","中級","5","123","0","20","200","10010","1401","1","0","0"
"11004","3","上級","5","123","0","30","300","10010","1401","1","0","0"
"11004","4","超上級","5","123","0","50","500","10010","1401","1","0","0"
"20001","1","凶","1","1","0","30","100","10010","1101","1","0","0"
"20001","2","最凶","1","1","0","50","100","10010","1101","1","0","0"
"20002","1","初級","4","123","0","5","366","10010","1501","1","0","0"
"20002","2","中級","4","123","0","10","958","10010","1501","1","0","0"
"20002","3","上級","5","123","0","20","1806","20002","1501","1","0","0"
"20003","1","初級","5","1","0","5","521","10010","1302","1","0","0"
"20003","2","中級","5","1","0","10","1105","10010","1302","1","0","0"
"20003","3","上級","5","1","0","20","2004","20003","1302","1","0","0"
"20004","1","初級","4","2","0","5","383","10010","1303","1","0","0"
"20004","2","中級","4","2","0","10","946","10010","1303","1","0","0"
"20004","3","上級","5","2","0","20","1577","20004","1303","1","0","0"
"20005","1","初級","5","1","0","5","521","10010","1304","1","0","0"
"20005","2","中級","5","1","0","10","1105","10010","1304","1","0","0"
"20005","3","上級","5","1","0","20","2004","20005","1304","1","0","0"
"20006","1","初級","5","1","0","5","521","10010","1403","4","0","0"
"20006","2","中級","5","1","0","10","1105","10010","1403","4","0","0"
"20006","3","上級","5","1","0","20","2004","20006","1403","4","0","0"
"20007","1","中級","5","1","0","20","1105","20007001","1302","1","0","0"
"20007","2","上級","5","1","0","40","2004","20007002","1302","1","0","0"
"20007","3","超上級","5","1","0","50","3104","20007003","1302","1","0","0"
"20008","1","初級","4","123","0","5","366","10010","1103","1","0","0"
"20008","2","中級","4","123","0","10","958","10010","1103","1","0","0"
"20008","3","上級","5","123","0","20","1806","20008","1103","1","0","0"
"20009","1","初級","5","1","0","5","521","10010","1404","3","0","0"
"20009","2","中級","5","1","0","10","1105","10010","1404","3","0","0"
"20009","3","上級","5","1","0","20","2004","20009","1404","3","0","0"
"20010","1","初級","5","1","0","5","521","10010","1402","5","0","0"
"20010","2","中級","5","1","0","10","1105","10010","1402","5","0","0"
"20010","3","上級","5","1","0","20","2004","20010","1402","5","0","0"
"20011","1","入り口","5","1","0","5","921","20011001","1101","1","0","0"
"20011","2","中央広場","5","1","0","10","1505","20011001","1201","1","0","0"
"20011","3","樹の下","5","1","0","20","2404","20011001","1203","1","0","0"
"20012","1","初級","3","2","0","5","700","10010","1403","1","0","0"
"20012","2","中級","4","2","0","10","1500","10010","1403","1","0","0"
"20012","3","上級","5","2","0","20","3000","10010","1403","1","0","0"
"20013","1","初級","3","123","0","5","700","10010","1402","1","0","0"
"20013","2","中級","4","123","0","10","1500","10010","1402","1","0","0"
"20013","3","上級","5","123","0","20","3000","10010","1402","1","0","0"
"20014","1","初級","3","123","0","5","500","10010","1103","1","0","0"
"20014","2","中級","4","123","0","10","1500","10010","1103","1","0","0"
"20014","3","上級","5","123","0","20","4000","10010","1103","1","0","0"
"20015","1","初級","3","12","0","5","500","10010","1103","1","0","0"
"20015","2","中級","4","12","0","10","1500","10010","1103","1","0","0"
"20015","3","上級","5","12","0","20","3500","10010","1103","1","0","0"
"20016","1","初級","4","23","0","5","1000","10010","1201","1","0","0"
"20016","2","中級","4","23","0","10","2000","10010","1201","1","0","0"
"20016","3","上級","4","23","0","20","4000","10010","1201","1","0","0"
"30001","1","ありがとう！1日め！","1","123","1","1","100","10010","1202","1","0","0"
"30002","1","ありがとう！2日め！","1","123","1","1","100","10010","1202","1","0","0"
"30003","1","ありがとう！3日め！","1","123","1","1","100","10010","1202","1","0","0"
"30004","1","ありがとう！4日め！","1","123","1","1","100","10010","1202","1","0","0"
"30005","1","ありがとう！5日め！","1","123","1","1","100","10010","1202","1","0","0"
"30006","1","ありがとう！最終日！","1","123","1","1","100","10010","1202","1","0","0"
"30007","1","継承してね！1個め！","1","2","1","1","100","10010","1202","1","0","0"
"30008","1","継承してね！2個め！","1","3","1","1","100","10010","1202","1","0","0"
"30009","1","継承してね！3個め！","1","1","1","1","100","10010","1202","1","0","0"
"30010","1","明けましておめでとう！","1","1","1","1","2016","10010","1202","1","0","0"
"30011","1","明けましておめでとう！","1","2","1","1","2016","10010","1202","1","0","0"
"30012","1","明けましておめでとう！","1","3","1","1","2016","10010","1202","1","0","0"
"30013","1","これからもよろしくね！","4","123","1","1","100000","10010","1305","1","0","0"
"30014","1","パワーアップまつり！","1","123","1","1","25000","10010","1305","1","0","0"
"30015","1","パワーアップまつり！","1","123","1","1","25000","10010","1305","1","0","0"
"30016","1","パワーアップまつり！","1","123","1","1","25000","10010","1305","1","0","0"
"30017","1","パワーアップまつり！","1","123","1","1","25000","10010","1305","1","0","0"
"30018","1","パワーアップまつり！","1","123","1","1","25000","10010","1305","1","0","0"
"30019","1","パワーアップまつり！","1","123","1","1","25000","10010","1305","1","0","0"
"40001","1","めざせ!限界突破 ★4","4","123","0","0","200","10010","1202","1","0","0"
"40002","1","めざせ!限界突破 ★5","4","123","0","0","400","10010","1202","1","0","0"
"40011","1","火の祝福素材　中級","4","1","0","0","200","10010","1203","1","0","0"
"40012","1","火の祝福素材　上級","4","1","0","0","400","10010","1203","1","0","0"
"40021","1","水の祝福素材　中級","4","2","0","0","200","10010","1203","1","0","0"
"40022","1","水の祝福素材　上級","4","2","0","0","200","10010","1203","1","0","0"
"40031","1","風の祝福素材　中級","4","3","0","0","200","10010","1203","1","0","0"
"40032","1","風の祝福素材　上級","4","3","0","0","200","10010","1203","1","0","0"
"40051","1","ゴールドラッシュ　中級","4","123","0","0","200","10010","1401","1","0","0"
"40052","1","ゴールドラッシュ　上級","5","123","0","0","200","10010","1401","1","0","0"
"40061","1","火の御影石　中級","4","1","0","0","200","10010","1402","1","0","0"
"40062","1","火の御影石　上級","4","1","0","0","200","10010","1402","1","0","0"
"40071","1","水の御影石　中級","4","1","0","0","200","10010","1403","1","0","0"
"40072","1","水の御影石　上級","4","1","0","0","200","10010","1403","1","0","0"
"40081","1","風の御影石　中級","4","1","0","0","200","10010","1404","1","0","0"
"40082","1","風の御影石　上級","4","1","0","0","200","10010","1404","1","0","0"
"50001","1","中級","5","2","0","20","1105","50001001","1303","1","0","0"
"50001","2","上級","5","2","0","30","2004","50001002","1303","1","0","0"
"50001","3","超上級","5","2","0","40","3904","50001003","1303","1","0","0"
"50002","1","中級","5","3","0","20","1105","50002001","1304","1","0","0"
"50002","2","上級","5","3","0","40","2004","50002002","1304","1","0","0"
"50002","3","超上級","5","3","0","50","3904","50002003","1304","1","0","0"
"50004","1","中級","5","1","0","20","1500","10010","1405","1","0","0"
"50004","2","上級","5","1","0","40","4000","10010","1405","1","0","0"
"50005","1","中級","4","2","0","20","3500","10010","1403","1","0","0"
"50005","2","上級","4","2","0","40","8000","10010","1403","1","0","0"
"60003","1","上級Ex","3","1","0","35","3000","60003001","1305","1","0","0"
"60003","2","超上級Ex","3","1","0","40","4000","60003002","1305","1","0","0"
"70001","1","中級","5","123","0","20","250","10001","1301","1","0","0"
"70001","2","上級","5","123","0","40","600","10001","1301","1","0","0"
"70002","1","中級","5","1","0","20","250","10001","1302","1","0","0"
"70002","2","上級","5","1","0","40","600","10001","1302","1","0","0"
"70003","1","中級","5","2","0","20","250","10001","1303","1","0","0"
"70003","2","上級","5","2","0","40","600","10001","1303","1","0","0"
"70004","1","中級","5","2","0","20","200","10001","1304","1","0","0"
"70004","2","上級","5","2","0","40","500","10001","1304","1","0","0"
"70005","1","中級","5","1","0","20","200","10001","1302","1","0","0"
"70005","2","上級","5","1","0","40","500","10001","1302","1","0","0"
"70006","1","中級","5","2","0","20","200","10001","1302","1","0","0"
"80001","1","超上級","5","123","0","50","500","10001","1501","1","0","0"
