"22","神との邂逅","1","0","0","0","0","0","1","2015-12-01 00:00:00","3000-12-31 23:59:59"
"100","プレゼントの扉","1","0","0","0","0","0","0","2015-12-01 00:00:00","3000-12-31 23:59:59"
"1000","テストの扉","2","2","40830","0","0","0","1","2015-01-01 00:00:00","3000-12-31 23:59:59"
"10001","火曜の使者","2","0","0","3","0","0","0","2015-01-01 00:00:00","3000-12-31 23:59:59"
"10002","水曜の使者","2","0","0","4","0","0","0","2015-01-01 00:00:00","3000-12-31 23:59:59"
"10003","木曜の使者","2","0","0","5","0","0","0","2015-01-01 00:00:00","3000-12-31 23:59:59"
"10004","金曜の使者","2","0","0","6","0","0","0","2015-01-01 00:00:00","3000-12-31 23:59:59"
"10005","土日の金脈","2","0","0","10","0","0","0","2015-01-01 00:00:00","3000-12-31 23:59:59"
"11001","赤の鉱脈","10","0","0","0","0","1","0","2015-01-01 00:00:00","3000-12-31 23:59:59"
"11002","青の鉱脈","10","0","0","0","0","2","0","2015-01-01 00:00:00","3000-12-31 23:59:59"
"11003","緑の鉱脈","10","0","0","0","0","3","0","2015-01-01 00:00:00","3000-12-31 23:59:59"
"11004","金の鉱脈","10","0","0","0","0","4","0","2015-01-01 00:00:00","3000-12-31 23:59:59"
"20002","座敷わらし","2","1","30020","0","0","0","0","2016-04-27 12:00:00","2016-05-09 11:59:59"
"20003","パールヴァティー","2","1","40170","0","0","0","0","2016-04-28 12:00:00","2016-05-09 11:59:59"
"20004","キキーモラ","2","1","30290","0","0","0","0","2016-04-28 12:00:00","2016-05-09 11:59:59"
"20005","麒麟","2","1","40120","0","0","0","0","2016-04-28 12:00:00","2016-05-09 11:59:59"
"20006","カラス天狗","2","1","40440","0","0","0","0","2016-04-28 12:00:00","2016-05-02 11:59:59"
"20007","リリス","2","2","50130","0","0","0","0","2016-04-25 12:00:00","2016-04-28 08:59:59"
"20008","猫又","2","1","30090","0","0","0","0","2016-04-28 12:00:00","2016-05-02 11:59:59"
"20009","ドリアード","2","1","40310","0","0","0","0","2016-04-28 12:00:00","2016-05-02 11:59:59"
"20010","管狐","2","1","40520","0","0","0","0","2016-04-28 12:00:00","2016-05-02 11:59:59"
"20011","生命樹チョコレート祭","2","10","40840","0","0","0","0","2015-10-13 00:00:00","2016-02-17 23:59:59"
"20012","雪女","2","1","40450","0","0","0","0","2016-05-01 12:00:00","2016-05-04 11:59:59"
"20013","孫悟空","2","1","40590","0","0","0","0","2016-05-01 12:00:00","2016-05-11 11:59:59"
"20014","一目連","2","1","40090","0","0","0","0","2016-05-01 12:00:00","2016-05-31 11:59:59"
"20015","ぬらりひょん","2","1","40400","0","0","0","0","2016-05-01 12:00:00","2016-06-30 11:59:59"
"20016","クー・シー","2","1","40420","0","0","0","1","2016-06-17 12:00:00","2016-06-24 11:59:59"
"30001","リリース1ヶ月記念！","2","1","59000","0","0","0","0","2015-10-28 04:00:00","2015-10-29 03:59:59"
"30002","リリース1ヶ月記念！","2","1","59010","0","0","0","0","2015-10-29 04:00:00","2015-10-30 03:59:59"
"30003","リリース1ヶ月記念！","2","1","59020","0","0","0","0","2015-10-30 04:00:00","2015-10-31 03:59:59"
"30004","リリース1ヶ月記念！","2","1","59000","0","0","0","0","2015-10-31 04:00:00","2015-11-01 03:59:59"
"30005","リリース1ヶ月記念！","2","1","59010","0","0","0","0","2015-11-01 04:00:00","2015-11-02 03:59:59"
"30006","リリース1ヶ月記念！","2","10","59020","0","0","0","0","2015-11-04 04:00:00","2015-11-05 03:59:59"
"30007","アビリティ継承大作戦","2","10","30580","0","0","0","0","2015-12-03 00:00:00","2015-12-09 23:59:59"
"30008","アビリティ継承大作戦","2","10","30510","0","0","0","0","2015-12-04 00:00:00","2015-12-10 23:59:59"
"30009","アビリティ継承大作戦","2","10","30500","0","0","0","0","2015-12-05 00:00:00","2015-12-11 23:59:59"
"30010","お年玉だよ！１日目","2","10","69000","0","0","0","0","2016-01-01 00:00:00","2016-01-01 23:59:59"
"30011","お年玉だよ！２日目","2","10","69010","0","0","0","0","2016-01-02 00:00:00","2016-01-02 23:59:59"
"30012","お年玉だよ！３日目","2","10","69020","0","0","0","0","2016-01-03 00:00:00","2016-01-03 23:59:59"
"30013","プレゼントクエスト","2","10","69100","0","0","0","0","2016-04-25 12:00:00","2016-04-28 11:59:59"
"30014","プレゼントクエスト","2","10","69000","0","0","0","0","2016-04-28 12:00:00","2016-04-29 11:59:59"
"30015","プレゼントクエスト","2","10","69010","0","0","0","0","2016-04-29 12:00:00","2016-04-30 11:59:59"
"30016","プレゼントクエスト","2","10","69020","0","0","0","0","2016-04-30 12:00:00","2016-05-01 11:59:59"
"30017","プレゼントクエスト","2","10","69000","0","0","0","0","2016-05-01 12:00:00","2016-05-02 11:59:59"
"30018","プレゼントクエスト","2","10","69010","0","0","0","0","2016-05-02 12:00:00","2016-05-03 11:59:59"
"30019","プレゼントクエスト","2","10","69020","0","0","0","0","2016-05-03 12:00:00","2016-05-04 11:59:59"
"40001","ツムリの里　中級出現","3","0","49100","0","0","0","0","2015-01-01 00:00:00","3000-10-30 23:59:59"
"40002","ツムリの里　上級出現","3","0","59100","0","0","0","0","2015-01-01 00:00:00","3000-10-30 23:59:59"
"40011","火炎の祝福　中級出現","3","0","30500","0","0","0","0","2015-01-01 00:00:00","3000-12-31 23:59:59"
"40012","火炎の祝福　上級出現","3","0","40580","0","0","0","0","2015-01-01 00:00:00","3000-12-31 23:59:59"
"40021","聖水の祝福　中級出現","3","0","30580","0","0","0","0","2015-01-01 00:00:00","3000-12-31 23:59:59"
"40022","聖水の祝福　上級出現","3","0","40500","0","0","0","0","2015-01-01 00:00:00","3000-12-31 23:59:59"
"40031","疾風の祝福　中級出現","3","0","30510","0","0","0","0","2015-01-01 00:00:00","3000-12-31 23:59:59"
"40032","疾風の祝福　上級出現","3","0","40510","0","0","0","0","2015-01-01 00:00:00","3000-12-31 23:59:59"
"40051","金脈　中級出現","3","0","49030","0","0","0","0","2015-01-01 00:00:00","3000-12-31 23:59:59"
"40052","金脈　上級出現","3","0","69030","0","0","0","0","2015-01-01 00:00:00","3000-12-31 23:59:59"
"40061","火炎の鉱脈　中級出現","3","0","49000","0","0","0","0","2015-01-01 00:00:00","3000-12-31 23:59:59"
"40062","火炎の鉱脈　上級出現","3","0","59000","0","0","0","0","2015-01-01 00:00:00","3000-12-31 23:59:59"
"40071","聖水の鉱脈　中級出現","3","0","49010","0","0","0","0","2015-01-01 00:00:00","3000-12-31 23:59:59"
"40072","聖水の鉱脈　上級出現","3","0","59010","0","0","0","0","2015-01-01 00:00:00","3000-12-31 23:59:59"
"40081","疾風の鉱脈　中級出現","3","0","49020","0","0","0","0","2015-01-01 00:00:00","3000-12-31 23:59:59"
"40082","疾風の鉱脈　上級出現","3","0","59020","0","0","0","0","2015-01-01 00:00:00","3000-12-31 23:59:59"
"50001","ファフニール","2","2","50100","0","0","0","0","2015-11-30 00:00:00","2016-02-01 23:59:59"
"50002","ヘンゼル","2","2","50160","0","0","0","0","2016-04-25 15:00:00","2016-04-28 11:59:59"
"50004","がしゃどくろ","2","2","50190","0","0","0","0","2016-05-23 12:00:00","2016-05-30 11:59:59"
"50005","人魚姫","2","2","50290","0","0","0","0","2016-05-23 12:00:00","2016-06-30 11:59:59"
"60003","Ex パールヴァティー","2","1","40171","0","0","0","0","2016-03-14 00:00:00","2016-03-21 23:59:59"
"70001","Weeklyクエ～6/13","2","1","50201","0","0","0","0","2016-06-06 12:00:00","2016-06-13 11:59:59"
"70002","Weeklyクエ～6/20","2","1","50081","0","0","0","0","2016-06-13 12:00:00","2016-06-20 11:59:59"
"70003","Weeklyクエ～6/27","2","1","50241","0","0","0","0","2016-06-20 12:00:00","2016-06-27 11:59:59"
"70004","Weeklyクエ～7/4","2","1","50231","0","0","0","0","2016-06-27 12:00:00","2016-07-04 11:59:59"
"70005","Weeklyクエ～7/11","2","1","50011","0","0","0","0","2016-07-04 12:00:00","2016-07-11 11:59:59"
"70006","Weeklyクエ～7/18","2","1","50180","0","0","0","0","2016-07-04 12:00:00","2016-07-18 11:59:59"
"80001","三柱神","2","10","50021","0","0","0","0","2016-07-01 12:00:00","2016-07-08 11:59:59"
