9001,サブヒット+1,サブの時、攻撃判定+1,0,0,0,1,9,1,0,0,0,3,特殊　サブヒット
10001,あやかしキラー 中,あやかしに対して攻撃力200％UP,0,0,6,200,1,13,131,0,0,3,キラー　タイプ　あやかし
10002,あやかしキラー 大,あやかしに対して攻撃力300％UP,0,0,6,300,1,13,131,0,0,5,キラー　タイプ　あやかし
10003,神キラー 中,神に対して攻撃力200％UP,0,0,1,200,1,13,131,0,0,3,キラー　タイプ　神
10004,幻獣キラー 大,幻獣に対して攻撃力300％UP,0,0,4,300,1,13,131,0,0,5,キラー　タイプ　幻獣
10005,獣人キラー 中,獣人に対して攻撃力200％UP,0,0,3,200,1,13,131,0,0,3,キラー　タイプ　獣人
10006,獣人キラー 大,獣人に対して攻撃力300％UP,0,0,3,300,1,13,131,0,0,5,キラー　タイプ　獣人
10007,戦士キラー 中,戦士に対して攻撃力200％UP,0,0,7,200,1,13,131,0,0,3,キラー　タイプ　戦士
10008,戦士キラー 大,戦士に対して攻撃力300％UP,0,0,7,300,1,13,131,0,0,5,キラー　タイプ　戦士
10009,魔族キラー 中,魔族に対して攻撃力200％UP,0,0,2,200,1,13,131,0,0,3,キラー　タイプ　魔族
10010,魔族キラー 大,魔族に対して攻撃力300％UP,0,0,2,300,1,13,131,0,0,5,キラー　タイプ　魔族
10011,メルヘンキラー 中,メルヘンに対して攻撃力200％UP,0,0,8,200,1,13,131,0,0,3,キラー　タイプ　メルヘン
10012,メルヘンキラー 大,メルヘンに対して攻撃力300％UP,0,0,8,300,1,13,131,0,0,5,キラー　タイプ　メルヘン
10013,妖精キラー 大,妖精に対して攻撃力300％UP,0,0,5,300,1,13,131,0,0,5,キラー　タイプ　妖精
11001,風ダメージ軽減 中,風属性のダメージを5％軽減,5,3,0,5,2,23,0,0,0,4,軽減　風
11002,火ダメージ軽減 中,火属性のダメージを5％軽減,5,1,0,5,2,23,0,0,0,4,軽減　火
11003,水ダメージ軽減 中,水属性のダメージを5％軽減,5,2,0,5,2,23,0,0,0,4,軽減　水
12001,サブヒット+3,サブの時、攻撃判定+3,0,0,0,3,9,1,0,0,0,5,特殊　サブヒット
12002,スキル発動-1,バトル開始時スキルカウント-1,0,0,0,1,8,1,0,0,0,1,特殊　スキル
12003,スキル発動-3,バトル開始時スキルカウント-3,0,0,0,3,8,1,0,0,0,3,特殊　スキル
12004,スキル発動-4,バトル開始時スキルカウント-4,0,0,0,4,8,1,0,0,0,4,特殊　スキル
12005,スキル発動-5,バトル開始時スキルカウント-5,0,0,0,5,8,1,0,0,0,5,特殊　スキル
12006,操作時間延長+1,操作時間1秒延長,0,0,0,1,7,11,111,0,0,4,特殊　操作時間
13001,オート回復の覇道2,"自ターン開始時2つの
ノーマルパレットを
回復のパレットに変える",100,0,0,2,201,11,111,0,54,3,変換　回復
13002,オート回復の覇道3,"自ターン開始時3つの
ノーマルパレットを
回復のパレットに変える",100,0,0,3,201,11,111,0,54,4,変換　回復
13003,オート回復の覇道5,"自ターン開始時5つの
ノーマルパレットを
回復のパレットに変える",100,0,0,5,201,11,111,0,54,5,変換　回復
13004,オート風の覇道2,"自ターン開始時2つの
ノーマルパレットを
風のパレットに変える",100,0,0,2,201,11,111,0,53,3,変換　風
13005,オート風の覇道3,"自ターン開始時3つの
ノーマルパレットを
風のパレットに変える",100,0,0,3,201,11,111,0,53,4,変換　風
13006,オート風の覇道5,"自ターン開始時5つの
ノーマルパレットを
風のパレットに変える",100,0,0,5,201,11,111,0,53,5,変換　風
13007,オート火の覇道2,"自ターン開始時2つの
ノーマルパレットを
火のパレットに変える",100,0,0,2,201,11,111,0,51,3,変換　火
13008,オート火の覇道3,"自ターン開始時3つの
ノーマルパレットを
火のパレットに変える",100,0,0,3,201,11,111,0,51,4,変換　火
13009,オート水の覇道2,"自ターン開始時2つの
ノーマルパレットを
水のパレットに変える",100,0,0,2,201,11,111,0,52,3,変換　水
13010,オート水の覇道3,"自ターン開始時3つの
ノーマルパレットを
水のパレットに変える",100,0,0,3,201,11,111,0,52,4,変換　水
13011,オート水の覇道5,"自ターン開始時5つの
ノーマルパレットを
水のパレットに変える",100,0,0,5,201,11,111,0,52,5,変換　水
14001,単体毒25％無効,自分の毒を25%無効,0,0,0,25,5,1,0,25,0,1,無効　単体　毒
14002,単体毒50％無効,自分の毒を50%無効,0,0,0,50,5,1,0,50,0,2,無効　単体　毒
14003,単体毒100％無効,自分の毒を100％無効,0,0,0,100,5,1,0,100,0,4,無効　単体　毒
14004,単体麻痺25％無効,自分の麻痺を25%無効,0,0,0,25,4,1,0,25,0,1,無効　単体　麻痺
14005,単体麻痺50％無効,自分の麻痺を50%無効,0,0,0,50,4,1,0,50,0,2,無効　単体　麻痺
14006,単体麻痺100％無効,自分の麻痺を100％無効,0,0,0,100,4,1,0,100,0,4,無効　単体　麻痺
15001,攻撃UP 超特大,自分の攻撃力100%UP,0,0,0,100,1,11,111,0,0,5,強化　攻撃　単体
16001,10コンボ回復,体力500回復,5,0,0,500,3,12,122,10,0,1,条件　回復　コンボ　10
16002,10コンボ回復 中,体力1000回復,5,0,0,1000,3,12,122,10,0,2,条件　回復　コンボ　10
16003,10コンボ回復 大,体力1500回復,5,0,0,1500,3,12,122,10,0,3,条件　回復　コンボ　10
16004,10コンボ回復 特大,体力2000回復,5,0,0,2000,3,12,122,10,0,4,条件　回復　コンボ　10
16005,5コンボ回復 超特大,体力2000回復,5,0,0,2000,3,12,122,5,0,5,条件　回復　コンボ　05
17001,10コンボ攻撃UP,全員の攻撃力30%UP,5,0,0,30,1,12,122,10,0,1,条件　攻撃　コンボ　10
17002,10コンボ攻撃UP 中,全員の攻撃力40%UP,5,0,0,40,1,12,122,10,0,2,条件　攻撃　コンボ　10
17003,10コンボ攻撃UP 大,全員の攻撃力50%UP,5,0,0,50,1,12,122,10,0,3,条件　攻撃　コンボ　10
17004,10コンボ攻撃UP 特大,全員の攻撃力60%UP,5,0,0,60,1,12,122,10,0,4,条件　攻撃　コンボ　10
17005,5コンボ攻撃UP 超特大,全員の攻撃力50%UP,5,0,0,50,1,12,122,5,0,5,条件　攻撃　コンボ　05
101001,ドロップ率UP,ドロップ率5％UP,100,0,0,5,101,100,0,0,0,1,ボーナス強化　ドロップ
101002,ドロップ率UP 中,ドロップ率10％UP,100,0,0,10,101,100,0,0,0,3,ボーナス強化　ドロップ
101003,ドロップ率UP 大,ドロップ率25％UP,100,0,0,25,101,100,0,0,0,5,ボーナス強化　ドロップ
102001,経験値UP,取得経験値1%UP,100,0,0,1,102,100,0,0,0,1,ボーナス強化　経験値
102002,経験値UP 中,取得経験値5%UP,100,0,0,5,102,100,0,0,0,3,ボーナス強化　経験値
102003,経験値UP 大,取得経験値10%UP,100,0,0,10,102,100,0,0,0,5,ボーナス強化　経験値
103001,ガチャpt UP,取得ガチャpt5%UP,100,0,0,5,103,100,0,0,0,1,ボーナス強化　ガチャPt
103002,ガチャpt UP 中,取得ガチャpt10%UP,100,0,0,10,103,100,0,0,0,3,ボーナス強化　ガチャPt
103003,ガチャpt UP 大,取得ガチャpt25%UP,100,0,0,25,103,100,0,0,0,5,ボーナス強化　ガチャPt
104001,カネーUP,取得カネー5%UP,100,0,0,5,104,100,0,0,0,1,ボーナス強化　カネー
104002,カネーUP 中,取得カネー10%UP,100,0,0,10,104,100,0,0,0,3,ボーナス強化　カネー
104003,カネーUP 大,取得カネー25%UP,100,0,0,25,104,100,0,0,0,5,ボーナス強化　カネー
201001,オート火の覇道5,"自ターン開始時5つの
ノーマルパレットを
火のパレットに変える",100,0,0,5,201,11,111,0,51,5,変換　火
